,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8
26,0.0012926208403172387,0.07345932944480806,0.001292820105652297,0.09393595368177234,0.0012927240788340299,0.001292986260482319,0.0012925663118036853,0.5182195160829414,0.3079214831933885
27,0.0013394412753015932,0.0903845912589545,0.001339798068938183,0.0013397847721984852,0.0013394362743300433,0.0013398950348055582,0.0013396908779445267,0.663576251765179,0.23800111067234817
28,0.03774089719597528,0.0014070819138837694,0.0014073336265195693,0.027740647858892454,0.001407325499068418,0.0014072651711965272,0.0014074295700437598,0.5895641875771914,0.33791783158722877
29,0.030680795374290193,0.0011703791474492417,0.0011701545595615293,0.001170434850218886,0.001170109774956371,0.09656888709960755,0.0011704755754995558,0.692388176185275,0.1745105874331416
30,0.0011114727605041768,0.15224411967450815,0.03335400930739507,0.04891193713568798,0.0461850590465184,0.1484085963794927,0.001112082909535367,0.3675631179712813,0.20110960481507673
31,0.0009420768981275374,0.26582122142216,0.0009422057642034384,0.15459528520024815,0.049064437442251134,0.1861919592836019,0.000942183739651354,0.1323899670088345,0.2091106632409219
32,0.0008617025014211078,0.30479448046627,0.0008617507103413939,0.12441905633012072,0.07450062917962509,0.0008620079081073585,0.0008621331982783992,0.2530415238208236,0.23979671588501222
33,0.001079374723321425,0.19676679940636235,0.022025938848486463,0.0010793624004199638,0.14495429084746467,0.0010796596803167675,0.08892666106539497,0.39213720002409447,0.15195071300413887
34,0.0012779087413168006,0.2313836933642657,0.06430447242285531,0.0012781362101585343,0.0012781628146889708,0.11306990100624649,0.0012776733632392679,0.4523232261425237,0.1338068259347052
35,0.0010689393838624562,0.18050159369416133,0.0010691036638040732,0.0010692040388640782,0.18065365903758498,0.1305995578301107,0.001068801952425933,0.18977150504446225,0.3141976353547243
36,0.0221792604568756,0.11161952876473351,0.06114657587277156,0.035905202248505595,0.039722388588084925,0.0014253781241769412,0.0014249982753907135,0.5071787059887412,0.21939796168072007
37,0.0013898409469671508,0.025162698269384647,0.03152774855128467,0.0013897209651772572,0.0013898253128285265,0.06850228095796376,0.02431317362869174,0.7049595542325857,0.14136515713511644
38,0.0012925685363143616,0.29264886357468783,0.0012927335627290265,0.012580883250271546,0.0012930407594969496,0.0012932108705581572,0.0012923134653796053,0.5683573410238795,0.11994904495668318
39,0.0006698132982888151,0.14831696018480642,0.0006696759382081617,0.02014064699159874,0.10077303318316491,0.0006698016297447569,0.048465566151820016,0.3198596909487411,0.36043481167362706
40,0.0009925790347021831,0.15117567724247297,0.0009926810619634444,0.14227650221927157,0.0009929192740500182,0.0009927717442422801,0.057075832286113674,0.15435847307031236,0.49114256406687146
41,0.001090109221193901,0.16016821962645048,0.0010899000448832891,0.0010900853600142178,0.0010897892214584734,0.0010901101844939334,0.0010901711516767235,0.5425038931629018,0.29078772202692726
42,0.0425840996673511,0.1845505557465881,0.03713663218907279,0.0010106035323554973,0.058731218445174115,0.0010107168957453592,0.05816990270312108,0.6157955019134077,0.0010107689071843155
43,0.0012777465553783455,0.0012780919803151828,0.0012777464489283031,0.09631991353758586,0.13368318525057146,0.0012781040934977937,0.025105156642866815,0.40803470994562047,0.33174534554523577
44,0.001157742779832076,0.1588498469090785,0.0011584416855947666,0.14882414901846164,0.0011582880417980747,0.0011582078935434754,0.0011578948889404822,0.4425900901804508,0.2439453386023003
45,0.0008425001738930656,0.1289939827588671,0.0008422043838831058,0.0008423746268648004,0.08586456767036874,0.03316459616666504,0.0008424977408526035,0.5693955010555404,0.17921177542306518
46,0.001482033786515375,0.3389111353431733,0.0014828032894069797,0.0014825882139020037,0.0014822480127033508,0.08079026847875105,0.0014824010149979622,0.379335627800782,0.19355089405976794
47,0.03642662194845288,0.09174505357921213,0.0009342650699250582,0.0009342772676166855,0.03724855631726587,0.029778713800791955,0.0009344558116745628,0.5691556242427495,0.2328424319623114
48,0.0008966712709363901,0.0008969797148658834,0.0008967634523972987,0.0008967141004411251,0.0008965936356586217,0.10335590794945967,0.10148773415871966,0.7320540286931183,0.05861860702440291
49,0.0012489616076975987,0.02000814025898712,0.0012490970665525979,0.0012490470538221526,0.0012491445646307376,0.0012490546375574527,0.0012493702587238482,0.9712481566012137,0.0012490279508148043
50,0.0009269666390346794,0.11960632911174598,0.00092672522388747,0.0009262545374412539,0.0009266576851945191,0.0009264984567207049,0.0009268942908018861,0.8512562543376504,0.023577419717523043
51,0.0013077509562566137,0.1808435323044918,0.0013088874167483137,0.10219118642471219,0.001308334419486606,0.0013077949797075817,0.02955268651799757,0.4021619220797881,0.2800179049008113
52,0.028472299175866547,0.3472144919162435,0.048392952097421255,0.03747861323129389,0.22037820484243012,0.08831527317415995,0.0014826115189097923,0.10955749898156997,0.11870805506210491
53,0.0009582278832926723,0.12434360171780079,0.0009586579429755068,0.0009583312586464959,0.3799171540660414,0.0009585646842300246,0.0009581829970317512,0.22746295095335223,0.2634843284966291
54,0.001010807221536487,0.09279141343333065,0.001010560641668559,0.0010110069775487686,0.19132808710299776,0.12461518706636708,0.0010106260490676477,0.5457932237491551,0.04142908775832799
55,0.0007312514915152865,0.3300221484379009,0.0007315309939179556,0.0007315065087952825,0.5443004870304008,0.0625808088398459,0.0007312482001583579,0.05943948886690114,0.0007315296305643316
56,0.0010691537273840627,0.27316472239030887,0.0010689575670926753,0.0741875187061844,0.11212833968740447,0.0010690195323967658,0.0010694684643168858,0.05601228031881243,0.48023053960609946
57,0.018475349174605873,0.24088011787314215,0.0008423527250383785,0.0008423799154549252,0.3553164753673257,0.2571372641181749,0.0008422649639445934,0.0008425950311537145,0.12482120083115969
58,0.035111927057153915,0.0753710648344733,0.0006862773165281826,0.016996068245600966,0.3185512444843216,0.02756256027816565,0.0006862957507324478,0.2998102314469554,0.22522433058606858
59,0.12015513011780485,0.21048453713225987,0.12306492478167878,0.06342523008210313,0.31140228545580223,0.056235141669934714,0.0007414674290070291,0.06044807926413932,0.054043204067270055
60,0.0020969149441763587,0.45720828378968925,0.0020973040886730285,0.0020972281320464957,0.12917790452442987,0.0020974100919164,0.0020969892276633054,0.0020975261176688423,0.4010304390837365
61,0.0012489681854345397,0.3295549731215847,0.0012494104045957563,0.0012492523301258346,0.5749185900905874,0.00124915626159506,0.0012489270583386305,0.0012493222177689012,0.08803140032996899
62,0.0008821009481193013,0.08972096284219824,0.0008824328749869041,0.0008824820378413859,0.2711266317231747,0.0008824851986211602,0.0008824893335549957,0.37484274835605663,0.25989766668544656
63,0.0009431817860152987,0.46365662206699737,0.08097476955396053,0.0009423526231686198,0.08941207869172388,0.0009421792413666246,0.0009423665627762043,0.3019630573614672,0.0602233921125244
64,0.0012213660462571992,0.05012545566072786,0.062119073303348586,0.0012215273261025627,0.0012215769854672617,0.020791746169172728,0.0012214859176487645,0.6093079943141547,0.2527697742771202
65,0.0010795442129100505,0.3550160852509313,0.061700024427615255,0.0010791861384670228,0.0010793698819310353,0.09046499741407653,0.02883398561682746,0.33716810282625176,0.12357870423098954
66,0.0008054782039149805,0.19443006214637484,0.0432965843393315,0.11097794364992006,0.13220908991207067,0.000805700823024798,0.0130790198509189,0.20716498465172395,0.29723113642272025
67,0.02296155831107803,0.27142476220000405,0.0009927977774248176,0.0009926728491685857,0.27786215509060586,0.03557673882490153,0.11041417768493691,0.0009925726753557947,0.27878256458652445
68,0.03130662640545357,0.114335300706033,0.0003693482487274262,0.05311106102843522,0.2913709036045116,0.06555628587826284,0.04299353046971768,0.3179813128898652,0.08297563076899349
69,0.001145655829139721,0.28824326745863343,0.001146477350048266,0.09942752777014763,0.2637741013657339,0.21645328543628867,0.0011458484860927681,0.0011462609272759189,0.12751757537663957
70,0.0013239006568658248,0.12116302631676427,0.001323387991432965,0.0013234216358854124,0.0013240687435662748,0.12328860943941174,0.04604954726017229,0.6748830469578522,0.029320990998048843
71,0.0012084121811146828,0.11761693067315589,0.0012084086933309974,0.18229975678798988,0.0012083366065075525,0.0012087893063749463,0.0012083786232750962,0.5241036533816099,0.16993733374664102
72,0.0011113846867399492,0.0011117727963908552,0.0011116089439524644,0.0011119565966645675,0.0011122155272277282,0.12125289966512567,0.0011114290948383715,0.6636643875127193,0.20841234517634113
73,0.0016594299547621517,0.10025799490267821,0.0016588635075356828,0.0016592996397260054,0.0016591674745338985,0.0016594225439077633,0.0016592348902295605,0.8881268456891469,0.0016597413974796392
74,0.0012080233835179799,0.1323533967171235,0.08490036243630408,0.2507702836268672,0.08975889643307824,0.1398371953994433,0.001208595162577551,0.29875452770506533,0.0012087191360228213
75,0.0009262102389188926,0.5051629258693132,0.0009268961950792917,0.0009265381502592577,0.3705464540136687,0.0009268622246129641,0.011677768576789364,0.0009268491394447266,0.10797949559191362
76,0.001372804391154984,0.31932860607667574,0.0013725314999577301,0.0013727227339490815,0.0013729373966722372,0.07284370481054199,0.001372591537458272,0.2964512818083974,0.3045128197451925
77,0.0016842339650228327,0.2706307332923963,0.1646793069291534,0.17546921044756209,0.06256586214611384,0.0016849218149092985,0.001684187259527465,0.3199167384939284,0.0016848056513865332
78,0.0015875847333250595,0.3955402388412848,0.0015883726072222011,0.02731447521313191,0.0919722392181564,0.0015884084694215408,0.001588033095695799,0.16293213882444618,0.31588850899731613
79,0.05778960564720645,0.32587648337713104,0.0017103734292967347,0.24461311799090132,0.0017109910363834245,0.10874973430932457,0.0017115283153052918,0.2561275096966865,0.001710656197764685
80,0.02821339625326428,0.10021194361449634,0.001611255410494227,0.0016113559508384525,0.0016113401205955235,0.0016114355583853803,0.001611610593290514,0.27211191911795335,0.591405743380682
81,0.0012926148331108274,0.3777920701989352,0.001293042721110007,0.19645577291816266,0.001293020174793507,0.09755989972641982,0.001292669808465254,0.16889233275302876,0.15412857686597384
82,0.0017640382727055074,0.3318857467242035,0.029332400154877217,0.34323852662432125,0.0017647097783270367,0.0017646037930951022,0.0017643939858165308,0.14638018228643213,0.14210539838022185
83,0.031958236595898075,0.2022136796271312,0.0012084654962334254,0.0012083361822049883,0.3485343522742437,0.057361028795986285,0.08318709710156405,0.059460228400071695,0.21486857552666672
84,0.0007217332840960001,0.17261040535681713,0.0007218636628258864,0.0007218797080740561,0.24859049147133896,0.0007219706078962901,0.0007217954646409123,0.44734070258418596,0.1278491578601247
85,0.0011007353287415386,0.11250966448916523,0.10712499384485574,0.001101516375267479,0.4449067703309537,0.0011008613868015793,0.0011008289492705893,0.12219621229661329,0.2088584169983309
86,0.034341600249546564,0.2931570822880018,0.0005977891341971462,0.016795274258164246,0.4049974131956438,0.03022345204797419,0.0005978295476169673,0.0911105672553891,0.12817899202346625
87,0.0007361656498281112,0.7314399627174845,0.0007363126929708665,0.08964249457616554,0.08498145315707352,0.0007365374363644099,0.0007360155417633652,0.0007362071239697927,0.09025485110437986
88,0.0014247366755474461,0.35221506682279524,0.0014257397226357974,0.025926653338049565,0.4275802039510307,0.18715260814833024,0.0014246819401263445,0.0014251132647383354,0.0014251961367463155
89,0.001355402810161353,0.4920786065317804,0.0013558621975793027,0.0013558940045831644,0.2567005189882085,0.10394583467938787,0.0013553393638336955,0.0013560367614530514,0.14049650466301267
90,0.0007772227264346823,0.27341113206459616,0.0007774793386882547,0.12647931440698965,0.24089308873325646,0.1294587778569977,0.0007772562825497334,0.22664837432211746,0.0007773542683699807
91,0.014488036894920252,0.5966031080705523,0.0007266103753289571,0.0007266315587777567,0.17105151680863612,0.020319812229776246,0.0007268568614736119,0.01208325052185163,0.183274176678683
92,0.0006776591269410372,0.07699193975896597,0.0006779533920753036,0.029608019249201756,0.16595491881563526,0.24605084868774907,0.0006778680505944906,0.22586108314847197,0.2534997097703652
93,0.022616846644792642,0.24508744844413474,0.08202971278028592,0.0009189980960564084,0.15218753379971592,0.03456249544309194,0.0009187540439244185,0.21497239051278352,0.24670582023521442
94,0.0009836201237364507,0.25677895062388234,0.000984160718017576,0.0009838329007540952,0.26042792349633326,0.25087239703464953,0.0009835606466495528,0.024304418266651077,0.20368113618932607
95,0.0014246554168115208,0.0014252192984254872,0.02883976237734032,0.028111812149147847,0.19602923390798438,0.39657340915817957,0.0014246712302173519,0.0014255378262307257,0.3447456986356626
96,0.001323041985201967,0.05936134545449732,0.0013235212708957978,0.10411940264391274,0.0013234079312008742,0.07666044106585687,0.0013232892464983385,0.4549259664758905,0.29963958392604556
97,0.0013077019455433746,0.10541998003374953,0.0013078368261383525,0.0013080092996274816,0.0013081788062110126,0.001307875587173611,0.0013076610122000978,0.5196311322766435,0.3671016242127131
98,0.0011341795277435786,0.06337412681156525,0.0011347647532478238,0.0011345809230618228,0.001134805920494399,0.08550873809887533,0.001134471241816001,0.7491271072078736,0.09631722551532236
99,0.0015879264844379608,0.2425225402285374,0.001588432979362379,0.0015886612941945594,0.0015880595869047047,0.001588517418020946,0.0015877670113174384,0.49495438503560646,0.25299370996161835
100,0.001462934378116836,0.1873588069049827,0.0014624853214976728,0.12329270110161325,0.08569263235976633,0.001463036932286055,0.0014630883081203667,0.5963412509939975,0.0014630636996192548
101,0.001100419601018903,0.0011008625767857663,0.0011007354650817349,0.10280349506721626,0.0011009247529060785,0.0739095036872966,0.0011004616080102464,0.4631286755072625,0.3546549217344219
102,0.0013232769963153965,0.0562269398527606,0.0013235952046656673,0.0013235076611405761,0.08035105840143798,0.0013233854877788079,0.029929333883733818,0.6224588579963022,0.20574004451586503
103,0.022123120967765864,0.14663629357493968,0.0011702381059022675,0.09963594352454831,0.12501862700913163,0.001170405893090718,0.0011703359311844724,0.6019043129707169,0.0011707220227200564
104,0.0009750034007878378,0.09920980883789424,0.0009751386654201993,0.024233407805784153,0.03488147996955257,0.0009754093752075784,0.000974912001817948,0.484549779354752,0.3532250605887834
105,0.0010793922434260627,0.08051189981313388,0.001079290721359604,0.0010791334493411994,0.09901648066658657,0.001079188071791881,0.05351605278806455,0.6611890322164545,0.10144953002984161
106,0.0015435513763510389,0.0321362699242156,0.0015439405559498987,0.001544135109742687,0.04675302979241586,0.18347087292442132,0.0015440488980324287,0.4591858325174213,0.2722783189014498
107,0.0011342436740388233,0.04443148735993545,0.0011346035884989357,0.09328000000777933,0.001134580807732686,0.001134491158213083,0.0011342550153204916,0.47742897563330317,0.379187362755178
108,0.02465593346982622,0.0017104426441666239,0.0017108437755440737,0.0017106236888746018,0.001710672448588391,0.0017103934706935312,0.0017109521030720643,0.7245739753084446,0.24050616309078987
109,0.01584389391588094,0.07855507394139292,0.0011703361723738074,0.0011704849028745781,0.0011705314405691903,0.001170368398812721,0.0011699865148661723,0.6459282841475433,0.2538210405656863
110,0.0016346461344592816,0.11527825631307023,0.001634849462984712,0.11405114071598606,0.0016351291693850383,0.061392176088353984,0.0016349580856503485,0.5790292384233662,0.12370960560674413
111,0.0010015405667414363,0.08678001442408856,0.0010017085605309067,0.16399012542165226,0.043751924620985504,0.001001752151328858,0.0010014760414748438,0.6312010939076915,0.0702703643055063
112,0.04078462579659245,0.0012930857053880748,0.001293276134135689,0.0012928889597740173,0.0012929801628892743,0.185519558458905,0.0012930467754283517,0.6719795693479905,0.0952509686588965
113,0.0011228407805295038,0.42687149019034804,0.0011227007324828844,0.0011231079505742163,0.0011228871951660935,0.042645392229475276,0.0011226509180765254,0.5237459201548735,0.0011230098484738512
114,0.001146078486908127,0.4207515475119722,0.0011462050451988893,0.08780683274417515,0.03059654453998574,0.001146334488386999,0.0011468328271573031,0.13320439109570628,0.3230552332605093
115,0.001883751373928312,0.3150385859847605,0.21801785805114163,0.0018842072157336297,0.24459653850509755,0.001884596725200656,0.0018835021618902718,0.0018848192677637758,0.21292614071448368
116,0.03597012099694622,0.04185183145078839,0.0006280750765695083,0.0006283565827879211,0.47524114497051745,0.0006282165791886937,0.01997759172475435,0.3848449348442437,0.040229727774203805
117,0.046652835998204405,0.08580320049128226,0.0007884755236263872,0.0007886793141868079,0.3533815683468236,0.0007886843814178406,0.0007884453277039034,0.39296372078902586,0.11804438982772897
118,0.0008967529609938866,0.016098716566087936,0.0008965774402279898,0.0008966449413631074,0.46815249948993004,0.0008968088893690919,0.13913954536542156,0.3244478799880472,0.048574574358559275
119,0.0010900478194908185,0.0010898922568723364,0.0010901924499060786,0.10617789105843718,0.428206877623547,0.001090126484209776,0.001089938423032271,0.4590750067563246,0.0010900271281797744
120,0.0015434955192829142,0.0015451196965945138,0.0015443274208035756,0.1276823408993496,0.001544959601824844,0.07727290957591632,0.0015439746687352588,0.735706796192341,0.05161607642515188
121,0.0014434822296483295,0.032216712265507916,0.0014439553707023924,0.0014438034390666693,0.04774426282719915,0.0014438763027553548,0.0014435490324080317,0.7796825499974795,0.13313780853523255
122,0.001481697515699584,0.17276754774397862,0.0014821311912490375,0.001482356109050904,0.0014821129386407784,0.001482523481127171,0.001481737783319281,0.6885853099294023,0.12975458330753234
123,0.0014822896090466206,0.11588465115960363,0.0014827238318793005,0.0014825495342706615,0.0014824068676013377,0.0014825703273692197,0.001482113475739197,0.776072097612362,0.09914859758212803
124,0.0018222669697913361,0.0634155222293968,0.0018224145922785479,0.043585030540490906,0.0018231345622547906,0.001822844805357394,0.0018225025193400466,0.6396412200547074,0.24424506372638286
125,0.0014443685445190027,0.0890226102078037,0.00144410792622064,0.0014443076135609528,0.0014441884974058102,0.0014439612278881269,0.034709030555477395,0.612006627908363,0.25704079751876124
126,0.0015656826048441883,0.1435346140617965,0.001565301864952386,0.04182817690913212,0.0015658162128184485,0.0015659059373787836,0.0015656581191236837,0.6876031066612982,0.11920573762865581
127,0.0020211910588330433,0.0020214512455303943,0.15373003290673865,0.11707853458756598,0.0020216997136845443,0.002021863357984115,0.002021126200270302,0.5821333914456527,0.13695070948374022
128,0.001985305085721506,0.001985043196804879,0.0019861647268945514,0.2527235014050758,0.06187707545617574,0.0019857302957738596,0.001985244643765125,0.6250853772318993,0.05038655795788924
129,0.0018835861783362612,0.001885211506185338,0.0018848185004069957,0.0018845420833969128,0.0018844902867724803,0.1045225350714852,0.0018836295124875315,0.4769215775476736,0.40724960931325577
130,0.0015655683788284615,0.05345313285374871,0.0015658767567539294,0.0015655875178636972,0.06544349281415851,0.0015656561377202722,0.0015652561848664473,0.7711131034096493,0.10216232594641066
131,0.0015879692080769943,0.12415618946392024,0.0015883203041591476,0.09896204125261293,0.0015883101299994302,0.0015883631506485817,0.0015883309658919031,0.5167857184554797,0.25215475706921103
132,0.0012213115227989865,0.25925099447713085,0.0012219146263608813,0.06643775248826918,0.13712971842439653,0.13254362291263377,0.0012213786624957024,0.1789106633823123,0.22206264350360178
133,0.0013891032677563278,0.0013898987157991035,0.0013894543205105524,0.0013898265253001708,0.21082174386986363,0.18505929562374734,0.0013891063865392828,0.48725124102974815,0.10992033026073525
134,0.0016107974342038321,0.15373041235401422,0.001611168790757154,0.0016116560232060358,0.0016115448198373284,0.27910139485967894,0.001611113034171618,0.23223372422449926,0.3268781884596315
135,0.001208110495559793,0.0012087670851978853,0.0012083963270165246,0.2787301492895692,0.02951863954382046,0.14821019432544444,0.0012081590490446053,0.3046315427113068,0.23407604117304032
136,0.0013237676936653036,0.47712421466696603,0.0013232640323608152,0.051994829142952746,0.0013234798908107752,0.0013235439715631634,0.0013233884850782681,0.3371383172514767,0.12712519486512608
137,0.000686310056887632,0.05204762495443691,0.02555243691782601,0.0006862972419380404,0.38958117880097476,0.0006863780378564738,0.0006862671247996601,0.4314273975336941,0.09864610933158639
138,0.0010585206245658017,0.0010589378084530563,0.0010586971526857101,0.001058827604453466,0.3055163506150693,0.05837081378624377,0.0010584709847143647,0.47174224441985385,0.15907713700396067
139,0.0008967741682794369,0.20931094458025218,0.000896527247878343,0.0008966380683324975,0.23798433716191433,0.029962542304183416,0.0008965712988452734,0.46427199204123676,0.05488367312907784
140,0.001122872969636974,0.3029224867711189,0.0011232132578790606,0.15413484807575115,0.2553057566409837,0.00112326149315061,0.0011228317368737202,0.0011231646526719513,0.28202156440193393
141,0.018193898731212903,0.26811337239949273,0.0010296016449692974,0.0010295405104573695,0.37268338282517116,0.14102852765544455,0.0010291756357359099,0.08810174393670477,0.1087907566608114
142,0.014961821953302758,0.04714003438965149,0.0005449106282096276,0.0005450371878170073,0.43499232437389596,0.0005451206255387842,0.0005449566489575218,0.4397318115112902,0.06099398268133679
143,0.0008172759782225153,0.35885999404096314,0.0008176261952788421,0.016740617590368725,0.5244210027632031,0.07240986432342149,0.0008171900551103656,0.02429901629369942,0.0008174127597323133
144,0.0009186588484538236,0.4712257266842961,0.06489274769176474,0.0009188588675622486,0.25484281114129853,0.0009188440972356539,0.0009186251708789879,0.05207592628113333,0.1532878012173765
145,0.04364231720754164,0.28256159364321376,0.05569336034924636,0.0009582864302849526,0.3691441857675622,0.0009587457959447362,0.000958363897655946,0.03506263466899297,0.21102051223955748
146,0.001089788700579315,0.17121565127605526,0.001090218724523812,0.001089927245799017,0.30664035376649906,0.09805546980470219,0.001089628633347501,0.08773375181821198,0.331995210030282
147,0.0010585016802523433,0.30563525539525976,0.001058895879670063,0.0208975417167575,0.4528290600108565,0.08703958945991684,0.0010584864633062035,0.0010590166834721206,0.12936365271050856
148,0.01525568734686204,0.43554233362520195,0.10459571723687515,0.059952899937995734,0.24984754061821923,0.027806246416039848,0.0010395210972455012,0.10492068605902226,0.0010393676625381986
149,0.0007612786045780469,0.39492363020702204,0.049156053575116,0.02062348898033599,0.3963208073420304,0.054328824354872504,0.0007612832820919921,0.03815505924850133,0.04496957440545165
150,0.0009340457145099231,0.0692200458989466,0.0009341906748362058,0.09419699239678246,0.3635507919353604,0.17698868073258095,0.0009339828867954197,0.058733088142837626,0.23450818161735054
151,0.001010375253756021,0.4131944343516347,0.001010915415109668,0.0010109102313470373,0.40794308188086414,0.11918128840526207,0.0010103986656360502,0.0010107808426850322,0.05462781495370529
152,0.0005075515057548934,0.31360405466649344,0.0005075695399740278,0.0005077575747209332,0.3956948698928075,0.024026948742880305,0.05191388728362257,0.03530841226409821,0.17792894852964805
153,0.0009184110173562158,0.1352155617725503,0.0009189698897394861,0.0009187646555829827,0.31949740475996,0.06784734698897842,0.0009185445973643596,0.08138207115357717,0.392382925164891
154,0.0008174443138171516,0.0008173856307514233,0.0008173856737889006,0.0008175416755462658,0.3184334661492674,0.0008174390332493241,0.000817279885539847,0.5195190421579579,0.15714301548008186
155,0.0014433765813916576,0.05584422015469682,0.04451326977044677,0.0014435856848275573,0.0014438610315150513,0.0014437195203590167,0.0014432771315985424,0.8617200740300185,0.03070461609514622
156,0.0019498131613328046,0.001950658524610984,0.12012425100666256,0.1281849548021671,0.0019507018425229763,0.04322220547154957,0.0019502677681945404,0.6987166232595028,0.0019505241634567942
157,0.0014823994504397954,0.20838412472040846,0.0014826090665130973,0.05491860928954099,0.0014827883565706403,0.0014826076881460397,0.020508734137270158,0.5518871396439543,0.15837098764715643
158,0.0008550345443719014,0.05420630161186485,0.0008552276896805532,0.0008551363639520391,0.4249073344837288,0.0008553361600320672,0.0008549937788961069,0.4687287784304266,0.047881856937047024
159,0.0014076132653674039,0.0014077988494247506,0.13105897742988531,0.0014073443184765418,0.0014074894302088005,0.0014073850781387918,0.0014070611801833236,0.5980112775255034,0.26248505292281155
